523,82.74,92.17,97.45,90.13,,,,,,,
524,82.68,92.64,98.86,91.5,,,,,,,
525,82.83,92.31,99.89,91.2,,,,,,,
526,83.08,92.29,99.64,90.85,,,,,,,
527,83.08,92.17,98.42,91.22,,,,,,,
528,83.12,92.18,99.9,89.84,,,,,,,
529,83.14,91.91,98.82,90.88,,,,,,,
530,83.44,92.34,98.7,90.75,,,,,,,
531,83.31,92.6,98.37,90.98,,,,,,,
532,83.21,92.42,98.06,89.86,,,,,,,
533,83.02,92.07,97.93,90.35,,,,,,,
534,83.34,92.04,99.16,89.86,,,,,,,
535,83.6,92.18,97.94,90.57,,,,,,,
536,83.16,92.11,97.95,91.14,,,,,,,
537,83.37,92.06,97.43,91.2,,,,,,,
538,83.59,92.26,97.85,91.11,,,,,,,
539,83.09,92.02,98.48,90.27,,,,,,,
540,83.78,92.01,100.52,90.59,,,,,,,
541,83.25,92.02,98.26,90.23,,,,,,,
542,83.1,92.09,98.84,90.26,,,,,,,
543,83.12,92.34,99.33,90.68,,,,,,,
544,83.75,92.2,99.99,91.22,,,,,,,
545,83.31,92.36,98.05,90.59,,,,,,,
546,83.54,92.07,98.4,89.84,,,,,,,
547,83.49,92.24,96.81,90.35,,,,,,,
548,83.64,91.95,97.23,90.5,,,,,,,
549,83.46,92.1,98.88,91.26,,,,,,,
550,83.46,91.85,98.31,89.67,,,,,,,
551,83.37,92.03,98.87,90.63,,,,,,,
552,83.46,92.07,98.16,90.27,,,,,,,
553,83.77,92.18,98.81,90.46,,,,,,,
554,83.81,92.25,101.52,90.78,,,,,,,
555,83.47,92.36,98.87,91.72,,,,,,,
556,83.74,92.18,98.85,90.24,,,,,,,
